Time,"User full name","Affected user","Event context",Component,"Event name",Description,Origin,"IP address"
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'location' for component 'scorm' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'directories' for component 'scorm' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'scrollbars' for component 'scorm' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'winoptgrp_adv' for component 'scorm' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'frameheight_adv' for component 'scorm' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'frameheight' for component 'scorm' from 'Not set' to '500'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'framewidth_adv' for component 'scorm' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'framewidth' for component 'scorm' from 'Not set' to '100'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'popup_adv' for component 'scorm' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'popup' for component 'scorm' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'displaycoursestructure_adv' for component 'scorm' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'displaycoursestructure' for component 'scorm' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'displayblockswhenfinished' for component 'quizaccess_seb' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'displayblocksbeforestart' for component 'quizaccess_seb' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'quizpasswordrequired' for component 'quizaccess_seb' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'downloadlink' for component 'quizaccess_seb' from 'Not set' to 'https://safeexambrowser.org/download_en.html'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'showseblinks' for component 'quizaccess_seb' from 'Not set' to 'seb,http'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'autoreconfigureseb' for component 'quizaccess_seb' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'getstatslocktimeout' for component 'quiz_statistics' from 'Not set' to '900'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'autosaveperiod' for component 'quiz' from 'Not set' to '60'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'initialnumfeedbacks' for component 'quiz' from 'Not set' to '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'browsersecurity_locked' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'browsersecurity_adv' for component 'quiz' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'browsersecurity' for component 'quiz' from 'Not set' to '-'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'delay2_locked' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'delay2_adv' for component 'quiz' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'delay2' for component 'quiz' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:25","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'delay1_locked' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'delay1_adv' for component 'quiz' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'delay1' for component 'quiz' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'subnet_locked' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'subnet_adv' for component 'quiz' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'subnet' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'quizpassword_locked' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'quizpassword_required' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'quizpassword_adv' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'quizpassword' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'showblocks_locked' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'showblocks_adv' for component 'quiz' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'showblocks' for component 'quiz' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'questiondecimalpoints_locked' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'questiondecimalpoints_adv' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'questiondecimalpoints' for component 'quiz' from 'Not set' to '-1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'decimalpoints_locked' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'decimalpoints_adv' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'decimalpoints' for component 'quiz' from 'Not set' to '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'showuserpicture_locked' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'showuserpicture_adv' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'showuserpicture' for component 'quiz' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'reviewoverallfeedback' for component 'quiz' from 'Not set' to '4368'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'reviewrightanswer' for component 'quiz' from 'Not set' to '69904'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'reviewgeneralfeedback' for component 'quiz' from 'Not set' to '69904'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'reviewspecificfeedback' for component 'quiz' from 'Not set' to '69904'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'reviewmarks' for component 'quiz' from 'Not set' to '69904'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'reviewcorrectness' for component 'quiz' from 'Not set' to '69904'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'reviewattempt' for component 'quiz' from 'Not set' to '69904'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'attemptonlast_locked' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'attemptonlast_adv' for component 'quiz' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'attemptonlast' for component 'quiz' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'canredoquestions_locked' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'canredoquestions_adv' for component 'quiz' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'canredoquestions' for component 'quiz' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'preferredbehaviour_locked' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'preferredbehaviour' for component 'quiz' from 'Not set' to 'deferredfeedback'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'shuffleanswers_locked' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'shuffleanswers_adv' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'shuffleanswers' for component 'quiz' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'navmethod_locked' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'navmethod_adv' for component 'quiz' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'navmethod' for component 'quiz' from 'Not set' to 'free'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'questionsperpage_locked' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'questionsperpage_adv' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'questionsperpage' for component 'quiz' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'maximumgrade_locked' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'maximumgrade' for component 'quiz' from 'Not set' to '10'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'grademethod_locked' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'grademethod_adv' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'grademethod' for component 'quiz' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'attempts_locked' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'attempts_adv' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'attempts' for component 'quiz' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'graceperiodmin' for component 'quiz' from 'Not set' to '60'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'graceperiod_locked' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'graceperiod_adv' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'graceperiod' for component 'quiz' from 'Not set' to '86400'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'overduehandling_locked' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'overduehandling_adv' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'overduehandling' for component 'quiz' from 'Not set' to 'autosubmit'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'notifyattemptgradeddelay' for component 'quiz' from 'Not set' to '18000'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'timelimit_locked' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'timelimit_adv' for component 'quiz' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'timelimit' for component 'quiz' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'popupheight' for component 'page' from 'Not set' to '450'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'popupwidth' for component 'page' from 'Not set' to '620'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'display' for component 'page' from 'Not set' to '5'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'printlastmodified' for component 'page' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'printintro' for component 'page' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'displayoptions' for component 'page' from 'Not set' to '5'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'minimumnumberofquestions_adv' for component 'mod_lesson' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'minimumnumberofquestions' for component 'mod_lesson' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'handlingofretakes_adv' for component 'mod_lesson' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'handlingofretakes' for component 'mod_lesson' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'retakesallowed_adv' for component 'mod_lesson' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'retakesallowed' for component 'mod_lesson' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'customscoring_adv' for component 'mod_lesson' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'customscoring' for component 'mod_lesson' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'practice_adv' for component 'mod_lesson' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'practice' for component 'mod_lesson' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'numberofpagestoshow_adv' for component 'mod_lesson' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'numberofpagestoshow' for component 'mod_lesson' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'defaultnextpage_adv' for component 'mod_lesson' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'defaultnextpage' for component 'mod_lesson' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'maximumnumberofattempts_adv' for component 'mod_lesson' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'maximumnumberofattempts' for component 'mod_lesson' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'displayreview_adv' for component 'mod_lesson' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'displayreview' for component 'mod_lesson' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'modattempts_adv' for component 'mod_lesson' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'modattempts' for component 'mod_lesson' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'password_adv' for component 'mod_lesson' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'password' for component 'mod_lesson' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'timelimit_adv' for component 'mod_lesson' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'timelimit' for component 'mod_lesson' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'activitylink_adv' for component 'mod_lesson' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'activitylink' for component 'mod_lesson' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'defaultfeedback_adv' for component 'mod_lesson' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:24","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'defaultfeedback' for component 'mod_lesson' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'maxanswers_adv' for component 'mod_lesson' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'maxanswers' for component 'mod_lesson' from 'Not set' to '5'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'slideshowbgcolor' for component 'mod_lesson' from 'Not set' to '#FFFFFF'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'slideshowheight' for component 'mod_lesson' from 'Not set' to '480'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'slideshowwidth' for component 'mod_lesson' from 'Not set' to '640'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'slideshow_adv' for component 'mod_lesson' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'slideshow' for component 'mod_lesson' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'displayleftif_adv' for component 'mod_lesson' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'displayleftif' for component 'mod_lesson' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'displayleftmenu_adv' for component 'mod_lesson' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'displayleftmenu' for component 'mod_lesson' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'ongoing_adv' for component 'mod_lesson' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'ongoing' for component 'mod_lesson' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'progressbar_adv' for component 'mod_lesson' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'progressbar' for component 'mod_lesson' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'mediaclose' for component 'mod_lesson' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'mediaheight' for component 'mod_lesson' from 'Not set' to '480'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'mediawidth' for component 'mod_lesson' from 'Not set' to '640'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:23","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'mediafile_adv' for component 'mod_lesson' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
